tempo,quantidadePAs,betweenness,degree,closeness,eigenvector,lifespan,mobility,fragmentationImpact,kConnectivity,density,number_of_cars
112,2,0.0049,2.0000,0.0776,0.0000,1.0000,0.0000,1.0000,0.0000,1.4943,15.0000
113,2,0.0049,2.0000,0.0776,0.0000,1.0000,0.0000,1.0000,0.0000,1.4943,15.0000
114,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
115,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
116,1,0.0095,3.0000,0.1212,0.2522,1.0000,0.0000,1.0000,0.0000,2.6738,34.0000
117,1,0.0095,3.0000,0.1212,0.2522,1.0000,0.0000,1.0000,0.0000,2.6738,34.0000
118,3,0.0389,4.0000,0.1881,0.2132,1.0000,0.0000,1.0000,0.0000,1.6129,10.6667
119,3,0.0389,4.0000,0.1881,0.2132,1.0000,0.0000,1.0000,0.0000,1.6129,10.6667
120,3,0.0041,2.0000,0.0747,0.4010,1.0000,0.0000,1.0000,0.0000,0.6897,10.0000
121,3,0.0041,2.0000,0.0747,0.4010,1.0000,0.0000,1.0000,0.0000,0.6897,10.0000
122,2,0.0119,3.0000,0.1367,0.0888,1.0000,0.0000,1.0000,0.0000,2.8325,14.5000
123,2,0.0119,3.0000,0.1367,0.0888,1.0000,0.0000,1.0000,0.0000,2.8325,14.5000
124,6,0.0582,2.8333,0.1433,0.1961,1.0000,0.0000,1.0000,0.0000,0.7496,4.6667
125,6,0.0582,2.8333,0.1433,0.1961,1.0000,0.0000,1.0000,0.0000,0.7496,4.6667
126,4,0.0296,4.5000,0.1680,0.2242,1.2500,49.2654,1.0000,0.0000,1.5591,7.7500
127,4,0.0296,4.5000,0.1680,0.2242,1.2500,49.2654,1.0000,0.0000,1.5591,7.7500
128,1,0.0456,4.0000,0.1975,0.4494,1.0000,0.0000,1.0000,0.0000,5.2910,28.0000
129,1,0.0456,4.0000,0.1975,0.4494,1.0000,0.0000,1.0000,0.0000,5.2910,28.0000
130,2,0.0019,2.0000,0.0606,0.0000,1.0000,0.0000,1.0000,0.0000,3.1194,17.0000
131,2,0.0019,2.0000,0.0606,0.0000,1.0000,0.0000,1.0000,0.0000,3.1194,17.0000
132,3,0.0169,3.3333,0.1509,0.1747,1.0000,0.0000,1.0000,0.0000,1.6144,9.0000
133,3,0.0169,3.3333,0.1509,0.1747,1.0000,0.0000,1.0000,0.0000,1.6144,9.0000
134,2,0.0234,3.0000,0.1218,0.1280,1.0000,0.0000,1.0000,0.0000,2.2989,15.0000
135,2,0.0234,3.0000,0.1218,0.1280,1.0000,0.0000,1.0000,0.0000,2.2989,15.0000
136,2,0.0049,2.0000,0.0776,0.0000,1.0000,0.0000,1.0000,0.0000,3.4483,15.0000
137,2,0.0049,2.0000,0.0776,0.0000,1.0000,0.0000,1.0000,0.0000,3.4483,15.0000
138,2,0.0252,3.5000,0.1363,0.0619,1.0000,0.0000,1.0000,0.0000,3.6932,16.5000
139,2,0.0252,3.5000,0.1363,0.0619,1.0000,0.0000,1.0000,0.0000,3.6932,16.5000
140,3,0.0238,3.3333,0.1492,0.0970,1.0000,0.0000,1.0000,0.0000,2.0789,10.3333
141,3,0.0238,3.3333,0.1492,0.0970,1.0000,0.0000,1.0000,0.0000,2.0789,10.3333
142,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,1.0000,0.0000,2.5287,30.0000
143,1,0.0025,2.0000,0.0690,0.0000,1.0000,0.0000,1.0000,0.0000,2.5287,30.0000
144,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
145,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
146,5,0.0114,2.0000,0.1070,0.3155,1.0000,0.0000,1.0000,0.0000,0.8658,4.4000
147,5,0.0114,2.0000,0.1070,0.3155,1.0000,0.0000,1.0000,0.0000,0.8658,4.4000
148,1,0.0065,2.0000,0.1111,0.7071,1.0000,0.0000,1.0000,0.0000,2.3392,19.0000
149,1,0.0065,2.0000,0.1111,0.7071,1.0000,0.0000,1.0000,0.0000,2.3392,19.0000
150,1,0.0053,2.0000,0.1000,0.7071,1.0000,0.0000,1.0000,0.0000,2.8571,21.0000
151,1,0.0053,2.0000,0.1000,0.7071,1.0000,0.0000,1.0000,0.0000,2.8571,21.0000
152,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
153,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
154,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
155,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
156,1,0.0148,7.0000,0.2414,0.3850,1.0000,0.0000,1.0000,0.0000,6.6667,30.0000
157,1,0.0148,7.0000,0.2414,0.3850,1.0000,0.0000,1.0000,0.0000,6.6667,30.0000
158,1,0.0107,5.0000,0.1601,0.3022,1.0000,0.0000,1.0000,0.0000,5.2101,35.0000
159,1,0.0107,5.0000,0.1601,0.3022,1.0000,0.0000,1.0000,0.0000,5.2101,35.0000
160,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
161,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
162,2,0.0067,2.0000,0.0900,0.0000,1.0000,0.0000,1.0000,0.0000,4.4615,13.0000
163,2,0.0067,2.0000,0.0900,0.0000,1.0000,0.0000,1.0000,0.0000,4.4615,13.0000
164,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
165,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
166,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
167,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
168,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
169,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
170,2,0.0382,4.5000,0.1923,0.3191,1.0000,0.0000,1.0000,0.0000,2.6437,15.0000
171,2,0.0382,4.5000,0.1923,0.3191,1.0000,0.0000,1.0000,0.0000,2.6437,15.0000
172,2,0.0265,3.5000,0.1900,0.1682,1.0000,0.0000,1.0000,0.0000,2.8736,15.0000
173,2,0.0265,3.5000,0.1900,0.1682,1.0000,0.0000,1.0000,0.0000,2.8736,15.0000
174,2,0.0099,3.0000,0.1078,0.4467,1.0000,0.0000,1.0000,0.0000,1.3793,15.0000
175,2,0.0099,3.0000,0.1078,0.4467,1.0000,0.0000,1.0000,0.0000,1.3793,15.0000
176,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
177,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
178,9,0.0506,3.4444,0.1603,0.1211,1.0000,0.0000,1.0000,0.0000,0.7155,3.6667
179,9,0.0506,3.4444,0.1603,0.1211,1.0000,0.0000,1.0000,0.0000,0.7155,3.6667
180,1,0.0036,3.0000,0.0882,0.0000,1.0000,0.0000,1.0000,0.0000,7.0588,35.0000
181,1,0.0036,3.0000,0.0882,0.0000,1.0000,0.0000,1.0000,0.0000,7.0588,35.0000
182,3,0.0145,3.6667,0.1172,0.2638,1.0000,0.0000,1.0000,0.0000,1.1289,11.3333
183,3,0.0145,3.6667,0.1172,0.2638,1.0000,0.0000,1.0000,0.0000,1.1289,11.3333
184,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
185,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
186,3,0.0180,3.0000,0.1404,0.4132,1.0000,0.0000,1.0000,0.0000,1.1464,9.3333
187,3,0.0180,3.0000,0.1404,0.4132,1.0000,0.0000,1.0000,0.0000,1.1464,9.3333
188,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
189,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
190,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
191,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
192,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
193,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
194,1,0.0222,7.0000,0.2735,0.3495,1.0000,0.0000,1.0000,0.0000,7.4074,27.0000
195,1,0.0222,7.0000,0.2735,0.3495,1.0000,0.0000,1.0000,0.0000,7.4074,27.0000
196,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
197,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
198,1,0.0199,6.0000,0.2370,0.3787,1.0000,0.0000,1.0000,0.0000,6.3492,28.0000
199,1,0.0199,6.0000,0.2370,0.3787,1.0000,0.0000,1.0000,0.0000,6.3492,28.0000
200,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
201,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
202,2,0.0062,2.5000,0.1000,0.2374,1.0000,0.0000,1.0000,0.0000,1.2821,13.5000
203,2,0.0062,2.5000,0.1000,0.2374,1.0000,0.0000,1.0000,0.0000,1.2821,13.5000
204,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
205,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
206,3,0.0703,3.6667,0.2077,0.2520,1.0000,0.0000,1.0000,0.0000,1.9704,9.6667
207,3,0.0703,3.6667,0.2077,0.2520,1.0000,0.0000,1.0000,0.0000,1.9704,9.6667
208,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
209,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
210,4,0.0584,2.7500,0.1447,0.1304,1.0000,0.0000,1.0000,0.0000,1.1243,7.0000
211,4,0.0584,2.7500,0.1447,0.1304,1.0000,0.0000,1.0000,0.0000,1.1243,7.0000
212,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
213,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
214,1,0.0025,2.0000,0.0690,0.7071,1.0000,0.0000,1.0000,0.0000,1.1494,30.0000
215,1,0.0025,2.0000,0.0690,0.7071,1.0000,0.0000,1.0000,0.0000,1.1494,30.0000
216,2,0.0054,2.5000,0.1042,0.3058,1.0000,0.0000,1.0000,0.0000,1.1667,12.5000
217,2,0.0054,2.5000,0.1042,0.3058,1.0000,0.0000,1.0000,0.0000,1.1667,12.5000
218,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
219,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
220,2,0.0060,3.0000,0.1071,0.0000,1.0000,0.0000,1.0000,0.0000,2.7094,14.5000
221,2,0.0060,3.0000,0.1071,0.0000,1.0000,0.0000,1.0000,0.0000,2.7094,14.5000
222,4,0.0073,2.5000,0.1018,0.0645,1.2500,116.3033,1.0000,0.0000,1.4163,7.2500
223,4,0.0073,2.5000,0.1018,0.0645,1.2500,116.3033,1.0000,0.0000,1.4163,7.2500
224,2,0.0217,3.0000,0.1380,0.1971,1.0000,0.0000,1.0000,0.0000,2.4615,13.0000
225,2,0.0217,3.0000,0.1380,0.1971,1.0000,0.0000,1.0000,0.0000,2.4615,13.0000
226,2,0.0523,4.5000,0.2842,0.1260,1.0000,0.0000,1.0000,0.0000,5.2707,13.5000
227,2,0.0523,4.5000,0.2842,0.1260,1.0000,0.0000,1.0000,0.0000,5.2707,13.5000
228,2,0.0043,2.5000,0.0926,0.3058,1.5000,65.3491,1.0000,0.0000,1.3228,14.0000
229,2,0.0043,2.5000,0.0926,0.3058,1.5000,65.3491,1.0000,0.0000,1.3228,14.0000
230,1,0.0057,3.0000,0.1111,0.6116,1.0000,0.0000,1.0000,0.0000,2.1164,28.0000
231,1,0.0057,3.0000,0.1111,0.6116,1.0000,0.0000,1.0000,0.0000,2.1164,28.0000
232,1,0.0200,3.0000,0.1782,0.1776,1.0000,0.0000,1.0000,0.0000,5.5385,26.0000
233,1,0.0200,3.0000,0.1782,0.1776,1.0000,0.0000,1.0000,0.0000,5.5385,26.0000
234,1,0.0795,4.0000,0.1970,0.2877,1.0000,0.0000,1.0000,0.0000,4.9911,34.0000
235,1,0.0795,4.0000,0.1970,0.2877,1.0000,0.0000,1.0000,0.0000,4.9911,34.0000
236,2,0.0436,4.0000,0.1944,0.2026,1.0000,0.0000,1.0000,0.0000,3.3333,15.5000
237,2,0.0436,4.0000,0.1944,0.2026,1.0000,0.0000,1.0000,0.0000,3.3333,15.5000
238,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
239,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
240,3,0.0165,3.0000,0.1322,0.1004,1.0000,0.0000,1.0000,0.0000,1.9489,10.6667
241,3,0.0165,3.0000,0.1322,0.1004,1.0000,0.0000,1.0000,0.0000,1.9489,10.6667
242,1,0.0114,3.0000,0.1237,0.1944,1.0000,0.0000,1.0000,0.0000,3.2086,34.0000
243,1,0.0114,3.0000,0.1237,0.1944,1.0000,0.0000,1.0000,0.0000,3.2086,34.0000
244,4,0.0305,2.7500,0.1215,0.2573,1.0000,0.0000,1.0000,0.0000,0.9140,7.7500
245,4,0.0305,2.7500,0.1215,0.2573,1.0000,0.0000,1.0000,0.0000,0.9140,7.7500
246,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,1.0000,0.0000,7.6613,32.0000
247,1,0.0022,2.0000,0.0645,0.0000,1.0000,0.0000,1.0000,0.0000,7.6613,32.0000
248,2,0.0492,4.5000,0.2372,0.1802,1.0000,0.0000,1.0000,0.0000,5.4187,14.5000
249,2,0.0492,4.5000,0.2372,0.1802,1.0000,0.0000,1.0000,0.0000,5.4187,14.5000
250,2,0.0184,3.5000,0.1559,0.0896,1.0000,0.0000,1.0000,0.0000,3.2258,15.5000
251,2,0.0184,3.5000,0.1559,0.0896,1.0000,0.0000,1.0000,0.0000,3.2258,15.5000
252,2,0.0062,2.0000,0.0865,0.0000,1.0000,0.0000,1.0000,0.0000,3.5613,13.5000
253,2,0.0062,2.0000,0.0865,0.0000,1.0000,0.0000,1.0000,0.0000,3.5613,13.5000
254,2,0.0115,2.5000,0.1058,0.3440,1.0000,0.0000,1.0000,0.0000,1.6129,15.5000
255,2,0.0115,2.5000,0.1058,0.3440,1.0000,0.0000,1.0000,0.0000,1.6129,15.5000
256,2,0.0251,2.5000,0.1333,0.1326,1.0000,0.0000,1.0000,0.0000,2.4631,14.5000
257,2,0.0251,2.5000,0.1333,0.1326,1.0000,0.0000,1.0000,0.0000,2.4631,14.5000
258,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
259,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
260,1,0.0100,4.0000,0.1600,0.5236,1.0000,0.0000,1.0000,0.0000,2.7692,26.0000
261,1,0.0100,4.0000,0.1600,0.5236,1.0000,0.0000,1.0000,0.0000,2.7692,26.0000
262,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
263,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
264,3,0.0635,3.0000,0.1705,0.1243,1.0000,0.0000,1.3333,0.0000,1.8062,9.6667
265,3,0.0635,3.0000,0.1705,0.1243,1.0000,0.0000,1.3333,0.0000,1.8062,9.6667
266,1,0.0141,5.0000,0.1818,0.2672,1.0000,0.0000,1.0000,0.0000,5.4924,33.0000
267,1,0.0141,5.0000,0.1818,0.2672,1.0000,0.0000,1.0000,0.0000,5.4924,33.0000
268,5,0.0124,2.8000,0.1150,0.1073,1.0000,0.0000,1.0000,0.0000,0.9892,6.2000
269,5,0.0124,2.8000,0.1150,0.1073,1.0000,0.0000,1.0000,0.0000,0.9892,6.2000
270,1,0.0159,5.0000,0.1944,0.3377,2.0000,257.3020,1.0000,0.0000,5.9113,29.0000
